#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
MSTRG.2182.1	3122	63	0.2986	6.874983024597168	1	0.0279627	noncoding
MSTRG.2183.1	213	23	0.40316	9.992035484313966	1	0.0110101	noncoding
MSTRG.2184.1	206	0	0.21719	0.0	-1	0.00838144	noncoding
MSTRG.2185.1	6319	120	0.34668	11.724107551574708	1	0.199479	noncoding
MSTRG.2185.2	6319	120	0.34668	11.724107551574708	1	0.199479	noncoding
MSTRG.2185.3	6285	120	0.34668	11.724107551574708	1	0.199479	noncoding
MSTRG.2185.4	5866	120	0.3299	11.724107551574708	1	0.161073	noncoding
MSTRG.2185.5	5866	120	0.3299	11.724107551574708	1	0.161073	noncoding
MSTRG.2185.6	6221	120	0.34668	11.724107551574708	1	0.199479	noncoding
MSTRG.2186.1	32310	180	0.2921	9.775937461853026	1	0.518827	coding
MSTRG.2187.1	53081	265	0.27595000000000003	11.83048038482666	-1	0.0221246	noncoding
MSTRG.2187.2	40747	237	0.27595000000000003	10.023947334289552	1	0.743804	coding
MSTRG.2187.3	43118	349	0.27595000000000003	11.859039878845213	1	0.802772	coding
MSTRG.2187.4	39597	237	0.27595000000000003	10.023947334289552	1	0.743804	coding
MSTRG.2187.5	65289	349	0.27595000000000003	11.859039878845213	1	0.802772	coding
MSTRG.2187.6	40664	349	0.27595000000000003	11.859039878845213	1	0.802772	coding
MSTRG.2187.7	33404	237	0.27595000000000003	10.023947334289552	1	0.743804	coding
MSTRG.2187.8	84259	349	0.28279000000000004	11.859039878845213	1	0.851666	coding
MSTRG.2187.9	971	45	0.34007	9.45623874664307	1	0.0177115	noncoding
MSTRG.2188.1	4246	96	0.34656	7.869091606140137	1	0.137709	noncoding
MSTRG.2189.1	39878	280	0.26806	9.745959663391112	1	0.890339	coding
MSTRG.2189.2	1677	48	0.31708000000000003	9.436640357971193	1	0.0184934	noncoding
MSTRG.2190.1	16716	125	0.28782	9.895075035095214	1	0.163181	noncoding
MSTRG.2190.2	16716	125	0.28782	9.895075035095214	1	0.163181	noncoding
MSTRG.2190.3	920	89	0.34971	8.76784534454346	1	0.10493	noncoding
MSTRG.2191.1	4430	89	0.30828	8.76784534454346	1	0.0704211	noncoding
MSTRG.2192.1	13918	254	0.29496	6.284539604187012	1	0.995846	coding
MSTRG.2192.2	13918	254	0.29496	6.284539604187012	1	0.995846	coding
MSTRG.2193.1	28175	379	0.28279000000000004	9.147886466979983	1	0.998122	coding
MSTRG.2193.2	28175	379	0.28279000000000004	9.147886466979983	1	0.998122	coding
MSTRG.2193.3	28163	379	0.28279000000000004	9.147886466979983	1	0.998122	coding
MSTRG.2193.4	28148	379	0.28279000000000004	9.147886466979983	1	0.998122	coding
MSTRG.2194.1	5659	104	0.31337000000000004	11.204170036315915	1	0.108197	noncoding
MSTRG.2194.2	5659	104	0.31337000000000004	11.204170036315915	1	0.108197	noncoding
MSTRG.2195.1	20412	158	0.26601	10.055085563659667	1	0.253332	noncoding
MSTRG.2195.2	11492	101	0.26766	9.62237377166748	1	0.0826948	noncoding
MSTRG.2195.3	20375	158	0.26601	10.055085563659667	1	0.253332	noncoding
MSTRG.2195.4	20375	158	0.26601	10.055085563659667	1	0.253332	noncoding
MSTRG.2195.5	8411	158	0.26554000000000005	10.055085563659667	1	0.252244	noncoding
MSTRG.2196.1	15992	94	0.2921	5.975733375549316	1	0.145309	noncoding
MSTRG.2197.1	12529	203	0.28719	11.999967765808105	-1	0.0431968	noncoding
MSTRG.2198.1	4345	97	0.33899	7.083013725280761	1	0.147882	noncoding
MSTRG.2199.1	24306	244	0.2787	11.623278999328615	-1	0.0342124	noncoding
MSTRG.2200.1	4995	84	0.29367000000000004	10.124646949768067	1	0.0594823	noncoding
MSTRG.2201.1	39525	222	0.28554	6.491490364074706	1	0.972388	coding
MSTRG.2201.2	39525	222	0.28554	6.491490364074706	1	0.972388	coding
MSTRG.2201.3	35066	222	0.26853000000000005	6.491490364074706	1	0.961982	coding
MSTRG.2201.4	39525	222	0.28554	6.491490364074706	1	0.972388	coding
MSTRG.2201.5	35065	222	0.26853000000000005	6.491490364074706	1	0.961982	coding
MSTRG.2201.6	12235	162	0.28467000000000003	8.160939979553223	1	0.492161	noncoding
MSTRG.2201.7	31189	222	0.26853000000000005	6.491490364074706	1	0.961982	coding
MSTRG.2201.8	35063	222	0.26853000000000005	6.491490364074706	1	0.961982	coding
MSTRG.2201.9	2076	137	0.30829	11.999967765808105	1	0.154636	noncoding
MSTRG.2202.1	2872	64	0.31041	6.222528266906737	1	0.0339679	noncoding
MSTRG.2203.1	269	0	0.21719	0.0	-1	0.00838144	noncoding
MSTRG.2204.1	4634	98	0.32183	10.81084842681885	1	0.106617	noncoding
MSTRG.2204.2	55598	455	0.26971	9.500077247619632	1	0.999097	coding
MSTRG.2205.1	90776	1557	0.26467	7.637762260437013	1	1	coding
MSTRG.2205.2	70290	1557	0.27115	7.637762260437013	1	1	coding
MSTRG.2205.3	70290	1557	0.27115	7.637762260437013	1	1	coding
MSTRG.2205.4	77807	1557	0.26467	7.637762260437013	1	1	coding
MSTRG.2205.5	90776	1557	0.26467	7.637762260437013	1	1	coding
MSTRG.2205.6	70290	1557	0.27115	7.637762260437013	1	1	coding
MSTRG.2205.7	90776	1557	0.26467	7.637762260437013	1	1	coding
MSTRG.2205.8	90776	1557	0.26467	7.637762260437013	1	1	coding
MSTRG.2205.9	70290	1557	0.27115	7.637762260437013	1	1	coding
MSTRG.2205.10	90732	1557	0.26467	7.637762260437013	1	1	coding
MSTRG.2205.11	70246	1557	0.27115	7.637762260437013	1	1	coding
MSTRG.2205.12	70246	1557	0.27115	7.637762260437013	1	1	coding
MSTRG.2205.13	90732	1557	0.26467	7.637762260437013	1	1	coding
MSTRG.2206.1	4267	231	0.27471	8.841468238830569	1	0.841559	coding
MSTRG.2206.2	4267	231	0.27471	8.841468238830569	1	0.841559	coding
MSTRG.2207.1	3337	67	0.30411	5.97044734954834	1	0.0431742	noncoding
MSTRG.2207.2	3337	67	0.30411	5.97044734954834	1	0.0431742	noncoding
MSTRG.2207.3	3336	67	0.30411	5.97044734954834	1	0.0431742	noncoding
MSTRG.2208.1	3770	141	0.45146	11.999967765808105	1	0.853695	coding
MSTRG.2209.1	20357	135	0.28927	8.737287330627442	1	0.247812	noncoding
MSTRG.2209.2	19902	135	0.28927	8.737287330627442	1	0.247812	noncoding
MSTRG.2209.3	19902	135	0.28927	8.737287330627442	1	0.247812	noncoding
MSTRG.2209.4	10741	135	0.28518000000000004	8.737287330627442	1	0.238217	noncoding
MSTRG.2210.1	12980	173	0.28947	5.711318397521972	1	0.895762	coding
MSTRG.2210.2	1566	44	0.36440000000000006	8.592104530334474	1	0.0154834	noncoding
MSTRG.2211.1	3642	186	0.2975	9.250004386901853	1	0.646704	coding
MSTRG.2211.2	40720	1139	0.32300000000000006	5.908436012268066	1	1	coding
MSTRG.2212.1	126307	213	0.28554	6.50155086517334	1	0.958863	coding
MSTRG.2212.2	126206	213	0.28554	6.50155086517334	1	0.958863	coding
MSTRG.2212.3	101778	213	0.28554	6.50155086517334	1	0.958863	coding
MSTRG.2212.4	60656	149	0.27595000000000003	11.116235160827635	1	0.188121	noncoding
MSTRG.2212.5	56614	149	0.27595000000000003	11.116235160827635	1	0.188121	noncoding
MSTRG.2212.6	55284	149	0.27595000000000003	11.116235160827635	1	0.188121	noncoding
MSTRG.2212.7	40184	132	0.27595000000000003	8.656766319274901	1	0.207376	noncoding
MSTRG.2213.1	24828	270	0.28496	11.551138877868652	1	0.693142	coding
MSTRG.2213.2	6740	270	0.30297	11.551138877868652	1	0.821136	coding
MSTRG.2213.3	6717	270	0.30297	11.551138877868652	1	0.821136	coding
MSTRG.2213.4	6022	270	0.30297	11.551138877868652	1	0.821136	coding
MSTRG.2214.1	5148	171	0.32039	10.952614402770994	1	0.5	coding
MSTRG.2215.1	4591	131	0.29607	11.124035835266113	1	0.167186	noncoding
MSTRG.2216.1	37740	141	0.28554	9.321822166442871	1	0.250717	noncoding
MSTRG.2216.2	11511	141	0.3007	9.321822166442871	1	0.298424	noncoding
MSTRG.2217.1	166052	227	0.28279000000000004	10.060178565979005	1	0.730382	coding
MSTRG.2217.2	164078	227	0.28279000000000004	10.060178565979005	1	0.730382	coding
MSTRG.2217.3	165982	227	0.28279000000000004	10.060178565979005	1	0.730382	coding
MSTRG.2217.4	165027	227	0.28279000000000004	10.060178565979005	1	0.730382	coding
MSTRG.2217.5	8730	119	0.27618000000000004	9.504783439636231	1	0.132886	noncoding
MSTRG.2217.6	39529	132	0.27595000000000003	8.593974113464355	1	0.21001	noncoding
MSTRG.2217.7	24938	118	0.27343	9.946262931823732	1	0.123237	noncoding
MSTRG.2218.1	13289	163	0.29202000000000006	4.0500284194946286	1	0.963326	coding
MSTRG.2218.2	11566	163	0.29202000000000006	4.0500284194946286	1	0.963326	coding
MSTRG.2218.3	12808	141	0.29202000000000006	5.666245079040528	1	0.65991	coding
MSTRG.2219.1	22342	141	0.27991	5.666245079040528	1	0.652168	coding
MSTRG.2219.2	4475	74	0.29821	5.304635429382324	1	0.0833237	noncoding
MSTRG.2219.3	16702	122	0.27839	9.763946342468262	1	0.141707	noncoding
MSTRG.2219.4	20472	122	0.27595000000000003	9.763946342468262	1	0.139191	noncoding
MSTRG.2220.1	8825	119	0.27343	10.136251258850098	1	0.124179	noncoding
MSTRG.2220.2	6964	119	0.27343	10.136251258850098	1	0.124179	noncoding
MSTRG.2220.3	8825	119	0.27343	10.136251258850098	1	0.124179	noncoding
MSTRG.2220.4	8819	119	0.27343	10.136251258850098	1	0.124179	noncoding
MSTRG.2221.1	34994	305	0.29595000000000005	9.404148292541507	1	0.987214	coding
MSTRG.2222.1	16634	134	0.27234	9.908806800842285	1	0.173501	noncoding
MSTRG.2223.1	1313	242	0.31322	6.060707664489747	-1	0.26601	noncoding
MSTRG.2223.2	1441	278	0.30308	8.836310768127444	1	0.986414	coding
MSTRG.2224.1	4717	117	0.27575000000000005	11.879025077819822	1	0.0917074	noncoding
MSTRG.2225.1	7603	89	0.29727000000000003	11.706958961486816	-1	0.130145	noncoding
MSTRG.2226.1	31146	105	0.28802000000000005	5.187433433532713	1	0.328471	noncoding
MSTRG.2226.2	19448	105	0.2903	5.187433433532713	1	0.326281	noncoding
MSTRG.2227.1	14710	189	0.29615	9.114427375793458	1	0.677104	coding
MSTRG.2228.1	53417	134	0.29268	8.752308464050294	1	0.249284	noncoding
MSTRG.2228.2	53390	134	0.29268	8.752308464050294	1	0.249284	noncoding
MSTRG.2228.3	52013	134	0.29268	8.752308464050294	1	0.249284	noncoding
MSTRG.2228.4	51927	134	0.29268	8.752308464050294	1	0.249284	noncoding
MSTRG.2228.5	26085	134	0.29387	8.752308464050294	1	0.252392	noncoding
MSTRG.2229.1	22570	331	0.27727	9.965667915344238	1	0.971911	coding
MSTRG.2229.2	21017	331	0.28063000000000005	9.965667915344238	1	0.976315	coding
MSTRG.2229.3	21017	331	0.28063000000000005	9.965667915344238	1	0.976315	coding
MSTRG.2230.1	55571	157	0.2921	10.774036979675294	1	0.285036	noncoding
MSTRG.2231.1	80674	138	0.28302000000000005	9.75492076873779	1	0.21339	noncoding
MSTRG.2231.2	54507	138	0.28302000000000005	9.75492076873779	1	0.21339	noncoding
MSTRG.2231.3	52746	138	0.28302000000000005	9.75492076873779	1	0.21339	noncoding
MSTRG.2231.4	19958	132	0.28302000000000005	9.395638465881348	1	0.195316	noncoding
MSTRG.2231.5	88819	189	0.28302000000000005	11.197658729553222	-1	0.073887	noncoding
MSTRG.2231.6	37504	138	0.28302000000000005	9.75492076873779	1	0.21339	noncoding
MSTRG.2231.7	88816	189	0.28302000000000005	11.197658729553222	-1	0.073887	noncoding
MSTRG.2231.8	88811	189	0.28302000000000005	11.197658729553222	-1	0.073887	noncoding
MSTRG.2232.1	1182	140	0.30501	10.020659446716309	1	0.278612	noncoding
MSTRG.2233.1	386	0	0.30335	0.0	-1	4.94044e-07	noncoding
MSTRG.2234.1	666	129	0.3316	10.649290657043458	1	0.276773	noncoding
MSTRG.2235.1	60100	288	0.28554	6.946543312072753	1	0.997278	coding
MSTRG.2235.2	59601	288	0.28554	6.946543312072753	1	0.997278	coding
MSTRG.2236.1	2345	116	0.29666	10.006411933898928	1	0.141302	noncoding
MSTRG.2237.1	12261	304	0.28243	11.590077781677248	1	0.78731	coding
MSTRG.2237.2	12235	304	0.28243	11.590077781677248	1	0.78731	coding
MSTRG.2237.3	142999	304	0.29367000000000004	11.590077781677248	1	0.859622	coding
MSTRG.2237.4	142999	304	0.29367000000000004	11.590077781677248	1	0.859622	coding
MSTRG.2237.5	58979	304	0.29202000000000006	11.590077781677248	1	0.850222	coding
MSTRG.2237.6	58115	229	0.29595000000000005	6.062583351135253	1	0.989737	coding
MSTRG.2238.1	20224	163	0.29202000000000006	9.62308292388916	1	0.403926	noncoding
MSTRG.2239.1	51678	229	0.29595000000000005	6.062583351135253	1	0.989737	coding
MSTRG.2239.2	51642	229	0.29595000000000005	6.062583351135253	1	0.989737	coding
MSTRG.2239.3	50477	229	0.2921	6.062583351135253	1	0.988763	coding
MSTRG.2239.4	50454	229	0.2921	6.062583351135253	1	0.988763	coding
MSTRG.2239.5	50065	229	0.2921	6.062583351135253	1	0.988763	coding
MSTRG.2239.6	50065	229	0.2921	6.062583351135253	1	0.988763	coding
MSTRG.2239.7	20631	107	0.29595000000000005	9.145952415466308	1	0.114286	noncoding
MSTRG.2240.1	3444	89	0.29739000000000004	8.30270595550537	1	0.0662918	noncoding
MSTRG.2240.2	2301	89	0.31821000000000005	8.30270595550537	1	0.0762227	noncoding
MSTRG.2241.1	29937	167	0.26601	9.140472602844238	1	0.36112	noncoding
MSTRG.2241.2	29648	167	0.26766	9.140472602844238	1	0.366983	noncoding
MSTRG.2241.3	15387	167	0.28719	9.140472602844238	1	0.450505	noncoding
MSTRG.2241.4	29648	167	0.26766	9.140472602844238	1	0.366983	noncoding
MSTRG.2241.5	29934	167	0.26601	9.140472602844238	1	0.36112	noncoding
MSTRG.2242.1	27549	109	0.27081000000000005	9.61141414642334	1	0.100812	noncoding
MSTRG.2242.2	1574	31	0.33162	10.042191886901854	1	0.012121	noncoding
MSTRG.2243.1	8171	97	0.26189	5.995513343811035	1	0.194757	noncoding
MSTRG.2244.1	6238	227	0.25418999999999997	10.112269020080564	1	0.548862	coding
MSTRG.2245.1	3079	114	0.3301	5.489646339416503	1	0.43274	noncoding
MSTRG.2246.1	31425	142	0.28518000000000004	9.71578845977783	1	0.239988	noncoding
MSTRG.2246.2	23999	142	0.29202000000000006	9.71578845977783	1	0.259599	noncoding
MSTRG.2247.1	15587	121	0.29595000000000005	5.053804969787596	1	0.543703	coding
MSTRG.2247.2	15579	121	0.29595000000000005	5.053804969787596	1	0.543703	coding
MSTRG.2248.1	13411	99	0.28947	9.327946662902832	1	0.085679	noncoding
MSTRG.2249.1	79244	162	0.29595000000000005	9.061563301086426	1	0.459606	noncoding
MSTRG.2250.1	51911	446	0.29091	10.348094367980956	1	0.998963	coding
MSTRG.2250.2	44658	446	0.29091	10.348094367980956	1	0.998963	coding
MSTRG.2250.3	44525	446	0.29091	10.348094367980956	1	0.998963	coding
MSTRG.2250.4	44525	446	0.29091	10.348094367980956	1	0.998963	coding
MSTRG.2250.5	44365	446	0.29091	10.348094367980956	1	0.998963	coding
MSTRG.2250.6	44365	446	0.29091	10.348094367980956	1	0.998963	coding
MSTRG.2250.7	44365	446	0.29091	10.348094367980956	1	0.998963	coding
MSTRG.2250.8	44038	446	0.29091	10.348094367980956	1	0.998963	coding
MSTRG.2250.9	41976	446	0.29091	10.348094367980956	1	0.998963	coding
MSTRG.2250.10	30241	446	0.28278000000000003	10.348094367980956	1	0.998079	coding
MSTRG.2250.11	19188	446	0.28087	10.348094367980956	1	0.997784	coding
MSTRG.2250.12	7459	100	0.28492	9.44495677947998	1	0.085755	noncoding
MSTRG.2250.13	7261	100	0.29701	9.44495677947998	1	0.0929626	noncoding
MSTRG.2251.1	594	30	0.39526	6.510872459411621	1	0.00760687	noncoding
MSTRG.2252.1	26765	139	0.28243	10.081968879699705	1	0.206336	noncoding
MSTRG.2252.2	20344	139	0.27443	10.081968879699705	1	0.190823	noncoding
MSTRG.2252.3	20340	139	0.27443	10.081968879699705	1	0.190823	noncoding
MSTRG.2252.4	20340	139	0.27443	10.081968879699705	1	0.190823	noncoding
MSTRG.2252.5	12654	139	0.30465	10.081968879699705	1	0.268655	noncoding
MSTRG.2252.6	20305	139	0.27443	10.081968879699705	1	0.190823	noncoding
MSTRG.2253.1	2221	56	0.25506	8.741155433654786	1	0.0270089	noncoding
MSTRG.2254.1	25650	141	0.29343	9.282496452331543	1	0.275437	noncoding
MSTRG.2255.1	3603	224	0.33359	11.999967765808105	1	0.73782	coding
MSTRG.2255.2	56558	224	0.28554	11.999967765808105	1	0.384231	noncoding
MSTRG.2255.3	1541	58	0.40195000000000003	10.388322639465333	1	0.0598061	noncoding
MSTRG.2255.4	260778	247	0.28554	8.609059715270998	1	0.937449	coding
MSTRG.2255.5	260778	247	0.28554	8.609059715270998	1	0.937449	coding
MSTRG.2255.6	52946	162	0.28554	10.129224205017088	1	0.332215	noncoding
MSTRG.2255.7	89793	228	0.28554	11.999967765808105	1	0.401263	noncoding
MSTRG.2255.8	260763	247	0.28554	8.609059715270998	1	0.937449	coding
MSTRG.2255.9	5450	109	0.29928	8.675204277038574	1	0.129012	noncoding
MSTRG.2255.10	152395	247	0.28554	8.609059715270998	1	0.937449	coding
MSTRG.2255.11	152395	247	0.28554	8.609059715270998	1	0.937449	coding
MSTRG.2255.12	95081	247	0.28302000000000005	8.609059715270998	1	0.932238	coding
MSTRG.2255.13	64928	247	0.28302000000000005	8.609059715270998	1	0.932238	coding
MSTRG.2255.14	46138	247	0.28554	8.609059715270998	1	0.937449	coding
MSTRG.2255.15	44018	247	0.28554	8.609059715270998	1	0.937449	coding
MSTRG.2256.1	12059	95	0.28518000000000004	9.840857124328611	1	0.0754588	noncoding
MSTRG.2257.1	1804	110	0.3902	6.030583000183105	1	0.528639	coding
MSTRG.2258.1	2303	133	0.37510999999999994	4.934840965270994	1	0.877235	coding
MSTRG.2259.1	2884	148	0.37021	5.412231636047363	1	0.92026	coding
MSTRG.2260.1	36222	199	0.27595000000000003	11.999967765808105	1	0.252825	noncoding
MSTRG.2260.2	24827	120	0.27595000000000003	9.16742038726807	1	0.140716	noncoding
MSTRG.2260.3	9191	120	0.28279000000000004	9.16742038726807	1	0.147821	noncoding
MSTRG.2260.4	34562	140	0.27595000000000003	10.56870517730713	1	0.182043	noncoding
MSTRG.2261.1	257326	311	0.27595000000000003	9.018369483947755	1	0.981724	coding
MSTRG.2261.2	91388	186	0.28518000000000004	9.791023063659665	1	0.520208	coding
MSTRG.2261.3	257323	311	0.27595000000000003	9.018369483947755	1	0.981724	coding
MSTRG.2261.4	49510	165	0.28518000000000004	8.315728569030764	1	0.5	coding
MSTRG.2261.5	244462	311	0.27595000000000003	9.018369483947755	1	0.981724	coding
MSTRG.2261.6	81123	165	0.28518000000000004	8.315728569030764	1	0.5	coding
MSTRG.2261.7	32515	165	0.32960999999999996	8.315728569030764	1	0.72394	coding
MSTRG.2261.8	15836	165	0.27739	8.315728569030764	1	0.472464	noncoding
MSTRG.2262.1	1757	113	0.30796	7.855424308776856	1	0.17753	noncoding
MSTRG.2263.1	150214	428	0.29091	9.023398017883299	1	0.99981	coding
MSTRG.2263.2	101859	428	0.28926	9.023398017883299	1	0.999786	coding
MSTRG.2263.3	51195	428	0.28926	9.023398017883299	1	0.999786	coding
MSTRG.2263.4	35014	428	0.28590000000000004	9.023398017883299	1	0.999728	coding
MSTRG.2263.5	4594	428	0.33909	9.023398017883299	1	0.999994	coding
MSTRG.2264.1	123556	427	0.29091	10.207359886169431	1	0.998646	coding
MSTRG.2264.2	123461	427	0.29091	10.207359886169431	1	0.998646	coding
MSTRG.2264.3	123461	427	0.29091	10.207359886169431	1	0.998646	coding
MSTRG.2264.4	123262	427	0.29091	10.207359886169431	1	0.998646	coding
MSTRG.2264.5	122890	427	0.28706000000000004	10.207359886169431	1	0.998211	coding
MSTRG.2264.6	122890	427	0.28706000000000004	10.207359886169431	1	0.998211	coding
MSTRG.2264.7	122890	427	0.28706000000000004	10.207359886169431	1	0.998211	coding
MSTRG.2264.8	122890	427	0.28706000000000004	10.207359886169431	1	0.998211	coding
MSTRG.2264.9	122854	427	0.28706000000000004	10.207359886169431	1	0.998211	coding
MSTRG.2264.10	122854	427	0.28706000000000004	10.207359886169431	1	0.998211	coding
MSTRG.2264.11	122834	427	0.28706000000000004	10.207359886169431	1	0.998211	coding
MSTRG.2264.12	122834	427	0.28706000000000004	10.207359886169431	1	0.998211	coding
MSTRG.2264.13	122802	427	0.28706000000000004	10.207359886169431	1	0.998211	coding
MSTRG.2264.14	122802	427	0.28706000000000004	10.207359886169431	1	0.998211	coding
MSTRG.2264.15	43599	119	0.28706000000000004	9.780643653869628	1	0.141451	noncoding
MSTRG.2264.16	40296	119	0.28706000000000004	9.780643653869628	1	0.141451	noncoding
MSTRG.2264.17	19038	119	0.28706000000000004	9.780643653869628	1	0.141451	noncoding
MSTRG.2264.18	18710	119	0.28706000000000004	9.780643653869628	1	0.141451	noncoding
MSTRG.2264.19	13903	119	0.29091	9.780643653869628	1	0.146582	noncoding
MSTRG.2265.1	22624	171	0.27343	5.2401231765747065	1	0.918848	coding
MSTRG.2265.2	22624	171	0.27343	5.2401231765747065	1	0.918848	coding
MSTRG.2265.3	22624	171	0.27343	5.2401231765747065	1	0.918848	coding
MSTRG.2265.4	22617	171	0.27343	5.2401231765747065	1	0.918848	coding
MSTRG.2266.1	7536	165	0.29595000000000005	6.884929847717285	1	0.723079	coding
MSTRG.2267.1	32115	294	0.28144	10.395543098449707	1	0.915008	coding
MSTRG.2267.2	33741	294	0.28496	10.395543098449707	1	0.926398	coding
MSTRG.2267.3	34713	294	0.28496	10.395543098449707	1	0.926398	coding
MSTRG.2268.1	4704	191	0.28144	5.092625999450683	1	0.971816	coding
MSTRG.2268.2	3985	191	0.32725000000000004	5.092625999450683	1	0.98609	coding
MSTRG.2269.1	14137	136	0.2787	11.999967765808105	-1	0.0624629	noncoding
MSTRG.2270.1	10424	302	0.30317	11.131643104553223	1	0.939433	coding
MSTRG.2270.2	10424	302	0.30317	11.131643104553223	1	0.939433	coding
MSTRG.2270.3	8546	302	0.29383000000000004	11.131643104553223	1	0.912164	coding
MSTRG.2271.1	4365	382	0.36096999999999996	7.417681694030762	1	0.999999	coding
MSTRG.2272.1	10565	252	0.27547000000000005	4.862769126892089	1	0.998802	coding
MSTRG.2273.1	11680	361	0.25389	9.456303215026857	1	0.97694	coding
MSTRG.2273.2	7451	361	0.26257	9.456303215026857	1	0.985095	coding
MSTRG.2273.3	6202	342	0.27147	9.907646369934081	1	0.973298	coding
MSTRG.2273.4	5300	342	0.26652000000000003	9.907646369934081	1	0.965787	coding
MSTRG.2274.1	8498	862	0.2614	11.948457527160645	1	0.998862	coding
MSTRG.2275.1	573	67	0.27251000000000003	6.665019798278809	1	0.0413654	noncoding
MSTRG.2276.1	2638	141	0.36831	4.0500284194946286	1	0.95375	coding
MSTRG.2277.1	1770	83	0.27879000000000004	7.878117179870606	1	0.0538838	noncoding
MSTRG.2278.1	8957	160	0.28002000000000005	7.615765571594238	1	0.52344	coding
MSTRG.2279.1	8665	150	0.26989	9.255935478210446	1	0.265141	noncoding
MSTRG.2280.1	13652	350	0.27437000000000006	11.321760368347167	1	0.893511	coding
MSTRG.2281.1	21122	132	0.28091	11.425618934631348	-1	0.0916044	noncoding
MSTRG.2281.2	21002	124	0.28091	11.192243385314942	1	0.125667	noncoding
MSTRG.2282.1	29849	179	0.28091	9.726103401184083	1	0.454105	noncoding
MSTRG.2282.2	13201	179	0.28091	9.726103401184083	1	0.454105	noncoding
MSTRG.2282.3	29847	179	0.28091	9.726103401184083	1	0.454105	noncoding
MSTRG.2282.4	29844	179	0.28091	9.726103401184083	1	0.454105	noncoding
MSTRG.2283.1	588	62	0.45163	4.0500284194946286	-1	0.0400311	noncoding
MSTRG.2284.1	5310	234	0.29474999999999996	8.887949943542484	1	0.914456	coding
MSTRG.2284.2	5310	234	0.29474999999999996	8.887949943542484	1	0.914456	coding
MSTRG.2285.1	6039	295	0.34656	9.430257987976074	1	0.99846	coding
MSTRG.2285.2	5403	295	0.31511	9.430257987976074	1	0.992781	coding
MSTRG.2286.1	9654	158	0.26663000000000003	6.682639884948731	1	0.624132	coding
MSTRG.2287.1	1335	71	0.34226	11.999967765808105	1	0.0462964	noncoding
MSTRG.2287.2	1335	71	0.34226	11.999967765808105	1	0.0462964	noncoding
MSTRG.2287.3	1103	71	0.32905999999999996	11.999967765808105	1	0.0434717	noncoding
MSTRG.2288.1	110441	337	0.28496	9.174834251403809	1	0.993686	coding
MSTRG.2288.2	26426	210	0.28311000000000003	9.376362419128416	1	0.717363	coding
MSTRG.2288.3	5803	207	0.28563	10.87931385040283	1	0.519107	coding
MSTRG.2289.1	7169	171	0.3231	11.297197914123537	1	0.469217	noncoding
MSTRG.2289.2	9730	171	0.27952000000000005	11.297197914123537	1	0.258586	noncoding
MSTRG.2289.3	7164	171	0.3231	11.297197914123537	1	0.469217	noncoding
MSTRG.2289.4	7145	171	0.3231	11.297197914123537	1	0.469217	noncoding
MSTRG.2289.5	7127	171	0.3231	11.297197914123537	1	0.469217	noncoding
MSTRG.2289.6	7119	171	0.3231	11.297197914123537	1	0.469217	noncoding
MSTRG.2289.7	7119	171	0.3231	11.297197914123537	1	0.469217	noncoding
MSTRG.2290.1	18765	177	0.28338	9.475385856628417	1	0.477083	noncoding
MSTRG.2290.2	18765	177	0.28338	9.475385856628417	1	0.477083	noncoding
MSTRG.2290.3	15264	177	0.27727	9.475385856628417	1	0.446163	noncoding
MSTRG.2290.4	14996	177	0.27727	9.475385856628417	1	0.446163	noncoding
MSTRG.2291.1	12547	185	0.28482	11.711923027038573	1	0.281813	noncoding
MSTRG.2291.2	12533	185	0.28482	11.711923027038573	1	0.281813	noncoding
MSTRG.2291.3	10680	164	0.28207000000000004	9.34657802581787	1	0.385959	noncoding
MSTRG.2291.4	23576	250	0.28792	10.127548027038571	1	0.850668	coding
MSTRG.2291.5	6954	148	0.31401	11.94594326019287	1	0.209954	noncoding
MSTRG.2291.6	23056	202	0.27623000000000003	9.968697929382323	1	0.553684	coding
MSTRG.2291.7	5850	131	0.32227000000000006	9.300676536560058	1	0.304087	noncoding
MSTRG.2292.1	23809	213	0.30345	9.606192207336427	1	0.818599	coding
MSTRG.2293.1	45388	246	0.28792	9.795987129211426	1	0.866964	coding
MSTRG.2293.2	43781	246	0.28792	9.795987129211426	1	0.866964	coding
MSTRG.2293.3	13397	206	0.28716	9.299516105651854	1	0.72363	coding
MSTRG.2294.1	3108	104	0.31331	6.395318794250489	1	0.193443	noncoding
MSTRG.2294.2	3108	104	0.31331	6.395318794250489	1	0.193443	noncoding
MSTRG.2295.1	16586	219	0.34774	11.806111335754395	1	0.83226	coding
MSTRG.2295.2	27929	219	0.29961000000000004	11.806111335754395	1	0.505279	coding
MSTRG.2296.1	1631	99	0.43892	6.996959495544433	1	0.444165	noncoding
MSTRG.2297.1	3200	118	0.35174	11.255744743347169	1	0.239219	noncoding
MSTRG.2298.1	24933	364	0.27475000000000005	10.044319343566894	1	0.984536	coding
MSTRG.2298.2	24801	364	0.27475000000000005	10.044319343566894	1	0.984536	coding
MSTRG.2298.3	18519	364	0.27475000000000005	10.044319343566894	1	0.984536	coding
MSTRG.2298.4	18512	364	0.27475000000000005	10.044319343566894	1	0.984536	coding
